record_id	component	scope	file	stable_key_or_line	field	original_text	current_cn	suggested_cn	product_or_reference_location	source_tier	source_bucket	evidence_path_or_key	machine_translated	confidence	review_status	japanese_or_source_original	missing_original_reason	provenance_class	source_stage	source_batch	source_author	is_machine_translation	runtime_consumed	highest_authority_tier	highest_authority_match	authority_status	risk	issue_type	manual_review_status	evidence	notes
MT-00004	engine_runtime_i18n_intentional_fragment	native_engine_i18n	madomagi/engine_i18n.tsv	42	zhCN	上昇する			madomagi/engine_i18n.tsv#42/zhCN	intentional-structural-rule	unknown	i18n/README.md#跨节点语序片段；madomagi/engine_i18n.tsv	false	documented-structural	documented-intentional	上昇する		intentional_cross_node_fragment_deletion	engine_i18n_structural_rule	documented-intentional-fragment	existing maintenance rule; translator not applicable	false	true; legacy client reads <files>/madomagi/engine_i18n.tsv	intentional-structural-rule		intentional-empty-not-untranslated	medium	intentional_fragment_deletion	documented-intentional	i18n/README.md#跨节点语序片段；madomagi/engine_i18n.tsv	“提升”已并入上一片段；空目标用于删除重复的日文句尾。
MT-00005	engine_runtime_i18n_official	native_engine_i18n	madomagi/engine_i18n.tsv	297	zhCN	カーテンコールで終いやな	在欢声中谢幕吧	在欢声中谢幕吧	madomagi/engine_i18n.tsv#297/zhCN	official-cn	official	git-blame:7f80672146e8de6033416a371cad9a6d89ce24af:madomagi/engine_i18n.tsv;official-key=charaNo:1041/messageId:44/vo_char_1041_00_44_hca	false	exact-id-match	official-source-verified	カーテンコールで終いやな		official_cn_exact_stable_id	official-cn-recovery-livia	official-cn-stable-id	official CN game data; historical adoption commit author retained in evidence	false	true; legacy client reads <files>/madomagi/engine_i18n.tsv	official-cn	在欢声中谢幕吧	official-source-verified	medium	official_engine_translation	official-source-verified	git-blame:7f80672146e8de6033416a371cad9a6d89ce24af:madomagi/engine_i18n.tsv;official-key=charaNo:1041/messageId:44/vo_char_1041_00_44_hca	Official old-CN dump line recovered by stable character/message ID.
MT-00006	engine_runtime_i18n_official	native_engine_i18n	madomagi/engine_i18n.tsv	298	zhCN	Mitama Yakumo	八云御魂	八云御魂	madomagi/engine_i18n.tsv#298/zhCN	official-cn	official	magica/i18n_audit/release_v26_authority/pass18_engine_official_additions.tsv#ENG-P18-001;D:\magia\MyProducts\MAGIA RECORD CN\Decoded_MyPage.json#userCharaList[chara.id=1017].chara.name;sha256=a82601d7cad737bf00a9a2f714d401c81389b825b27d45b492ae6f3bcc8a10db	false	exact-id-match	official-source-verified	Mitama Yakumo		official-cn	pass18_engine_official_additions	official-cn-engine-authority	official CN game data; adoption recorded by HiiragiNemu	false	true; legacy client reads <files>/madomagi/engine_i18n.tsv	official-cn	八云御魂	official-source-verified	medium	official_engine_translation	official-source-verified	magica/i18n_audit/release_v26_authority/pass18_engine_official_additions.tsv#ENG-P18-001;D:\magia\MyProducts\MAGIA RECORD CN\Decoded_MyPage.json#userCharaList[chara.id=1017].chara.name;sha256=a82601d7cad737bf00a9a2f714d401c81389b825b27d45b492ae6f3bcc8a10db	Source SHA, stable ID and literal value personally re-verified in this task; device load was independently tested by the legacy-client task.
MT-00007	engine_runtime_i18n_official	native_engine_i18n	madomagi/engine_i18n.tsv	299	zhCN	Your Coordinator would appreciate a compliment or two!	调整师也想被表扬一下啦～	调整师也想被表扬一下啦～	madomagi/engine_i18n.tsv#299/zhCN	official-cn	official	magica/i18n_audit/release_v26_authority/pass18_engine_official_additions.tsv#ENG-P18-002;D:\magia\MyProducts\MAGIA RECORD CN\Decoded_MyPage.json#userCharaList[chara.id=1017].chara.charaMessageList[messageId=45].message;sha256=a82601d7cad737bf00a9a2f714d401c81389b825b27d45b492ae6f3bcc8a10db	false	exact-id-match	official-source-verified	Your Coordinator would appreciate a compliment or two!		official-cn	pass18_engine_official_additions	official-cn-engine-authority	official CN game data; adoption recorded by HiiragiNemu	false	true; legacy client reads <files>/madomagi/engine_i18n.tsv	official-cn	调整师也想被表扬一下啦～	official-source-verified	medium	official_engine_translation	official-source-verified	magica/i18n_audit/release_v26_authority/pass18_engine_official_additions.tsv#ENG-P18-002;D:\magia\MyProducts\MAGIA RECORD CN\Decoded_MyPage.json#userCharaList[chara.id=1017].chara.charaMessageList[messageId=45].message;sha256=a82601d7cad737bf00a9a2f714d401c81389b825b27d45b492ae6f3bcc8a10db	Source SHA, stable ID and literal value personally re-verified in this task; device load was independently tested by the legacy-client task.
MT-00008	engine_runtime_i18n_official	native_engine_i18n	madomagi/engine_i18n.tsv	300	zhCN	I'm so nervous, my heart is pounding...	已经紧张得怦怦直跳了……	已经紧张得怦怦直跳了……	madomagi/engine_i18n.tsv#300/zhCN	official-cn	official	magica/i18n_audit/release_v26_authority/pass18_engine_official_additions.tsv#ENG-P18-003;D:\magia\MyProducts\MAGIA RECORD CN\Decoded_MyPage.json#userCharaList[chara.id=1017].chara.charaMessageList[messageId=44].message;sha256=a82601d7cad737bf00a9a2f714d401c81389b825b27d45b492ae6f3bcc8a10db	false	exact-id-match	official-source-verified	I'm so nervous, my heart is pounding...		official-cn	pass18_engine_official_additions	official-cn-engine-authority	official CN game data; adoption recorded by HiiragiNemu	false	true; legacy client reads <files>/madomagi/engine_i18n.tsv	official-cn	已经紧张得怦怦直跳了……	official-source-verified	medium	official_engine_translation	official-source-verified	magica/i18n_audit/release_v26_authority/pass18_engine_official_additions.tsv#ENG-P18-003;D:\magia\MyProducts\MAGIA RECORD CN\Decoded_MyPage.json#userCharaList[chara.id=1017].chara.charaMessageList[messageId=44].message;sha256=a82601d7cad737bf00a9a2f714d401c81389b825b27d45b492ae6f3bcc8a10db	Source SHA, stable ID and literal value personally re-verified in this task; device load was independently tested by the legacy-client task.
MT-00009	engine_runtime_i18n_official	native_engine_i18n	madomagi/engine_i18n.tsv	301	zhCN	Critical Hit Chance [IV] / ATK UP [II] / Negate Charm	一定几率暴击[Ⅳ] & 攻击力提升[Ⅱ] & 诱惑无效	一定几率暴击[Ⅳ] & 攻击力提升[Ⅱ] & 诱惑无效	madomagi/engine_i18n.tsv#301/zhCN	official-cn-exact-art-id-join	official	magica/i18n_audit/release_v26_authority/pass18_engine_official_additions.tsv#ENG-P18-004;D:\magia\MyProducts\MAGIA RECORD CN\Decoded_MyPage.json#artIds=690206304,390201102,690208300;sha256=a82601d7cad737bf00a9a2f714d401c81389b825b27d45b492ae6f3bcc8a10db	false	exact-art-id-join	verify-join	Critical Hit Chance [IV] / ATK UP [II] / Negate Charm		official-cn-exact-art-id-join	pass18_engine_official_additions	official-cn-engine-authority	official CN game data; adoption recorded by HiiragiNemu	false	true; legacy client reads <files>/madomagi/engine_i18n.tsv	official-cn-exact-art-id-join	一定几率暴击[Ⅳ] & 攻击力提升[Ⅱ] & 诱惑无效	official-source-verified	medium	official_engine_translation	verify-join	magica/i18n_audit/release_v26_authority/pass18_engine_official_additions.tsv#ENG-P18-004;D:\magia\MyProducts\MAGIA RECORD CN\Decoded_MyPage.json#artIds=690206304,390201102,690208300;sha256=a82601d7cad737bf00a9a2f714d401c81389b825b27d45b492ae6f3bcc8a10db	Each effect term and level is an exact official-CN art-ID match; the ordered whole string is a lossless join for the observed battle source.
MT-00010	engine_runtime_i18n_official	native_engine_i18n	madomagi/engine_i18n.tsv	302	zhCN	発動	发动	发动	madomagi/engine_i18n.tsv#302/zhCN	official-cn-native-exact	official	D:\magia\MyProducts\MAGIA RECORD CN\origin_apktool_decoded\lib\arm64-v8a\libmadomagi_native.so#UTF-8 literal 发动 in battle-skill context	false	exact-context	official-source-verified	発動		official-cn-native-exact	totentanz-native-screenshot-audit	screenshot-exact-key-additions	Official CN client	false	true; legacy client reads <files>/madomagi/engine_i18n.tsv	official-cn-native-exact	发动	official-source-verified	medium	screenshot_native_engine_translation	official-source-verified	D:\magia\MyProducts\MAGIA RECORD CN\origin_apktool_decoded\lib\arm64-v8a\libmadomagi_native.so#UTF-8 literal 发动 in battle-skill context	Screenshot-proven bare key; exact mapping is deliberately narrower than 発動する and other existing rules.
MT-00011	engine_runtime_i18n_official	native_engine_i18n	madomagi/engine_i18n.tsv	305	zhCN	Magia	Magia	Magia	madomagi/engine_i18n.tsv#305/zhCN	official-cn-ui-exact-retained	official	magica/i18n_audit/release_v26_authority/pass18_engine_official_additions.tsv#ENG-P18-005;D:\magia\MyProducts\MAGIA RECORD CN\Decoded_MyPage.json#official-ui-term=Magia;sha256=a82601d7cad737bf00a9a2f714d401c81389b825b27d45b492ae6f3bcc8a10db	false	exact-ui-retain	official-source-verified	Magia		official-cn-ui-exact-retained	pass18_engine_official_additions	official-cn-engine-authority	official CN game data; adoption recorded by HiiragiNemu	false	true; legacy client reads <files>/madomagi/engine_i18n.tsv	official-cn-ui-exact-retained	Magia	official-source-verified	medium	official_engine_translation	official-source-verified	magica/i18n_audit/release_v26_authority/pass18_engine_official_additions.tsv#ENG-P18-005;D:\magia\MyProducts\MAGIA RECORD CN\Decoded_MyPage.json#official-ui-term=Magia;sha256=a82601d7cad737bf00a9a2f714d401c81389b825b27d45b492ae6f3bcc8a10db	Official CN deliberately retains Magia; identity mapping closes the native miss without forced translation.
MT-00012	engine_runtime_i18n_root_translation	native_engine_i18n	madomagi/engine_i18n.tsv	303	zhCN	Magia Drain [VI]	Magia汲取[Ⅵ]	Magia汲取[Ⅵ]	madomagi/engine_i18n.tsv#303/zhCN	llm-root-rough	unknown	magica/js/libs/emotionSkillMap.json#1007113.name	unknown	stable-id-context	rough-production-authorized-needs-human-review	Magia Drain [VI]		llm-root-rough	totentanz-native-screenshot-audit	screenshot-exact-key-additions	Codex root translation for HiiragiNemu project	true	true; legacy client reads <files>/madomagi/engine_i18n.tsv	llm-root-rough	Magia汲取[Ⅵ]	rough-production-authorized-needs-human-review	medium	screenshot_native_engine_translation	rough-production-authorized-needs-human-review	magica/js/libs/emotionSkillMap.json#1007113.name	Current runtime dictionary value is reused by exact stable business key; no official-CN or Wiki name source was found, so this remains lowest authority.
MT-00013	engine_runtime_i18n_unverified	native_engine_i18n	madomagi/engine_i18n.tsv	10	zhCN	ネットワーク接続に失敗しました。再接続しますか？	网络连接失败。要重新连接吗？	needs-review/root-translation-required	madomagi/engine_i18n.tsv#10/zhCN	unknown	unknown	madomagi/engine_i18n.tsv:10	unknown	low	needs-human-review	ネットワーク接続に失敗しました。再接続しますか？		preexisting_engine_table_unknown	engine_i18n	preexisting-engine-table	individual author not recorded	unknown	true; legacy client reads <files>/madomagi/engine_i18n.tsv	unknown		requires_official_wiki_or_manual_check	medium	engine_translation_unknown_provenance	needs-human-review	madomagi/engine_i18n.tsv:10	与 scenario 剧情无关；随 JS 包分发；逐行作者/来源未记录
