path,kind,source_text,cn_text,status
css/campaign/newyear_login/NewYearLogin.css,css_content,ツイートする,,manual_translation_required
css/campaign/quiz/CampaignQuizTop.css,css_content,正解数,,manual_translation_required
css/campaign/quiz/CampaignQuizTop.css,css_content,経過時間,,manual_translation_required
css/campaign/summer_mission/CampaignSummerMissionTop.css,css_content,挑戦する,,manual_translation_required
css/campaign/summer_mission/CampaignSummerMissionTop.css,css_content,受け取る,,manual_translation_required
css/event/EventArenaRankMatch/Result.css,css_content,対戦相手,,manual_translation_required
css/test/SdCharaTest.css,css_content,現在のグレード,,manual_translation_required
css/test/SdCharaTest.css,css_content,必要GP,,manual_translation_required
css/test/SdCharaTest.css,css_content,必要撃退数,,manual_translation_required
css/test/SdCharaTest.css,css_content,到達した撃退Lv,,manual_translation_required
css/test/SdCharaTest.css,css_content,最高獲得エンブレム,,manual_translation_required
css/test/SdCharaTest.css,css_content,デイリーダメージ,,manual_translation_required
css/test/ShopReworkTest.css,css_content,所持,,manual_translation_required
js/campaign/quiz/CampaignQuizTop.js,js_literal,マギレコミラクルクイズ～＠あなたは全問正解できるかしら＠解答速度も計るから注意してね♪,,manual_translation_required
js/campaign/quiz/CampaignQuizTop.js,js_literal,お疲れさまぁ＠チャンスは１回だけじゃないから＠良ければ再チャレンジしてみてね,,manual_translation_required
js/campaign/quiz/CampaignQuizTop.js,js_literal,パフパフパフー♪＠パーフェクトおめでとう！＠全部解けるとすっきりするわよね,,manual_translation_required
js/campaign/quiz/CampaignQuizTop.js,js_literal,八雲 みたま,,manual_translation_required
js/campaign/quiz/CampaignQuizTop.js,js_literal,&nbsp;&nbsp;挑戦中,,manual_translation_required
js/campaign/quiz/CampaignQuizTop.js,js_literal,&nbsp;&nbsp;結果,,manual_translation_required
js/campaign/quiz/CampaignQuizTop.js,js_literal,第 ,,manual_translation_required
js/campaign/quiz/CampaignQuizTop.js,js_literal, 問,,manual_translation_required
js/campaign/quiz/CampaignQuizTop.js,js_literal,問,,manual_translation_required
js/campaign/quiz/CampaignQuizTop.js,js_literal,★八雲みたまのマギレコミラクルクイズ★%0a［難易度：,,manual_translation_required
js/campaign/quiz/CampaignQuizTop.js,js_literal,］%0a［正解数：,,manual_translation_required
js/campaign/quiz/CampaignQuizTop.js,js_literal,］%0aマギアレコードではクイズキャンペーンを開催中！%0a,,manual_translation_required
js/campaign/quiz/CampaignQuizTop.js,js_literal,］%0a［正解数：全問正解］%0a［時間：,,manual_translation_required
js/campaign/quiz/CampaignQuizTop.js,js_literal,"マギレコ,マギレコ５周年,マギレコミラクルクイズ",,manual_translation_required
js/campaign/quiz/CampaignQuizTop.js,js_literal,59分59秒99,,manual_translation_required
js/campaign/quiz/CampaignQuizTop.js,js_literal,分,,manual_translation_required
js/campaign/quiz/CampaignQuizTop.js,js_literal,秒,,manual_translation_required
js/event/EventArenaRankMatch/Result.js,js_literal,エラー,,manual_translation_required
js/event/EventArenaRankMatch/Result.js,js_literal,バトルの所要時間が一定時間を超えたため<br>このバトルは無効になります。<br>イベントTOPに戻ります。,,manual_translation_required
js/event/EventArenaRankMatch/Result.js,js_literal,ミラーズランクマッチ,,manual_translation_required
js/event/EventArenaRankMatch/Result.js,js_literal,ランキングバトルのプレイ期間外のため<br>プレイ結果は反映されません。<br>トップページに戻ります。,,manual_translation_required
js/event/EventArenaRankMatch/Result.js,js_literal,バトルの結果が正しく取得できませんでした。<br>トップページに戻ります。,,manual_translation_required
js/event/EventArenaRankMatch/Result.js,js_literal,リプレイの保存,,manual_translation_required
js/event/EventArenaRankMatch/Result.js,js_literal,今回のミラーズバトルを<br>リプレイに保存しますか？,,manual_translation_required
js/event/EventArenaRankMatch/Result.js,js_literal,保存しない,,manual_translation_required
js/event/EventArenaRankMatch/Result.js,js_literal,保存する,,manual_translation_required
js/event/EventArenaRankMatch/Result.js,js_literal,リプレイデータの保存に失敗しました。,,manual_translation_required
js/event/EventArenaRankMatch/Result.js,js_literal,リプレイに保存しました。<br><br>有効期限：,,manual_translation_required
js/event/EventArenaRankMatch/Result.js,js_literal,まで,,manual_translation_required
js/quest/puellaHistoria/lastBattle/GroupRaid.js,js_literal,エラー,,manual_translation_required
js/quest/puellaHistoria/lastBattle/GroupRaid.js,js_literal,クエスト開始条件を<br>満たしていません,,manual_translation_required
js/quest/puellaHistoria/lastBattle/GroupRaid.js,js_literal,トップに戻る,,manual_translation_required
js/test/MailSendTest.js,js_literal,送信完了,,manual_translation_required
js/test/MailSendTest.js,js_literal,メールアドレスを送信しました,,manual_translation_required
js/test/MailSendTest.js,js_literal,閉じる,,manual_translation_required
js/test/MailSendTest.js,js_literal,エラー,,manual_translation_required
js/test/MailSendTest.js,js_literal,メールアドレスを入力してください,,manual_translation_required
js/test/MailSendTest.js,js_literal,エラーメッセージ<br><br>【 ,,manual_translation_required
js/test/MailSendTest.js,js_literal,認証番号を送信しました,,manual_translation_required
js/test/MailSendTest.js,js_literal,認証番号を入力してください,,manual_translation_required
js/test/SdCharaTest.js,js_literal,ストックはありません,,manual_translation_required
template/campaign/newyear_login/NewYearLogin.html,html_text,破魔大吉,,manual_translation_required
template/campaign/newyear_login/NewYearLogin.html,html_text,極大吉,,manual_translation_required
template/campaign/newyear_login/NewYearLogin.html,html_text,大吉,,manual_translation_required
template/campaign/newyear_login/NewYearLogin.html,html_text,吉,,manual_translation_required
template/campaign/newyear_login/NewYearLogin.html,html_text,開催期間,,manual_translation_required
template/event/EventArenaRankMatch/Result.html,html_text,イベントトップに戻る,,manual_translation_required
template/event/EventArenaRankMatch/Top.html,html_text,対戦回数,,manual_translation_required
template/event/EventArenaRankMatch/Top.html,html_text,クールタイム,,manual_translation_required
template/event/EventArenaRankMatch/Top.html,html_text,位,,manual_translation_required
template/event/EventArenaRankMatch/Top.html,html_text,遊び方,,manual_translation_required
template/quest/puellaHistoria/lastBattle/GroupRaid.html,html_text,獲得DP,,manual_translation_required
template/quest/puellaHistoria/lastBattle/GroupRaid.html,html_text,ミッション,,manual_translation_required
template/quest/puellaHistoria/lastBattle/GroupRaid.html,html_text,マップへ戻る,,manual_translation_required
template/quest/puellaHistoria/lastBattle/GroupRaid.html,html_text,遊び方,,manual_translation_required
template/quest/puellaHistoria/lastBattle/QuestResultMainBoss.html,html_text,獲得DP,,manual_translation_required
template/quest/puellaHistoria/lastBattle/QuestResultMainBoss.html,html_text,合計DP,,manual_translation_required
template/quest/puellaHistoria/lastBattle/QuestResultSubBoss.html,html_text,グループレイドに戻る,,manual_translation_required
template/quest/puellaHistoria/lastBattle/QuestResultSubBoss.html,html_text,獲得DP,,manual_translation_required
template/quest/puellaHistoria/lastBattle/QuestResultSubBoss.html,html_text,合計DP,,manual_translation_required
template/test/MailSendTest.html,html_text,メール送信テスト,,manual_translation_required
template/test/MailSendTest.html,html_text,メールアドレス入力,,manual_translation_required
template/test/MailSendTest.html,html_text,送信,,manual_translation_required
template/test/MailSendTest.html,html_text,認証番号テスト,,manual_translation_required
template/test/MailSendTest.html,html_text,認証番号入力（数字のみ）,,manual_translation_required
template/test/SdCharaTest.html,html_text,ミニキャラ表示,,manual_translation_required
template/test/SdCharaTest.html,html_text,反転,,manual_translation_required
template/test/SdCharaTest.html,html_text,chara表示,,manual_translation_required
template/test/SdCharaTest.html,html_text,chara非表示,,manual_translation_required
template/test/SdCharaTest.html,html_text,ストック,,manual_translation_required
template/test/SdCharaTest.html,html_text,一覧,,manual_translation_required
template/test/SdCharaTest.html,html_text,削除,,manual_translation_required
template/test/SdCharaTest.html,html_text,ストック表示,,manual_translation_required
template/test/SdCharaTest.html,html_text,ストック非表示,,manual_translation_required
template/test/SdCharaTest.html,html_text,キモチ戦UI,,manual_translation_required
template/test/SdCharaTest.html,html_text,indexを入力,,manual_translation_required
template/test/SdCharaTest.html,html_text,charaIdを入力,,manual_translation_required
template/test/SdCharaTest.html,html_text,X座標を入力,,manual_translation_required
template/test/SdCharaTest.html,html_text,Y座標を入力,,manual_translation_required
template/test/SdCharaTest.html,html_text,Scaleを入力,,manual_translation_required
template/test/SdCharaTest.html,html_text,Fadeを入力,,manual_translation_required
template/test/ShopReworkTest.html,html_text,デザイントグル,,manual_translation_required
